image,caption_number,caption,id
410453140_5401bf659a.jpg,4,Person standing at glass doors with big blue circle and big pink circle,258
410453140_5401bf659a.jpg,3,A man walking through glass double doors .,258
3238951136_2a99f1a1a8.jpg,3,Man in red shoes and red and white print shorts posing in front of rocks by water .,259
3238951136_2a99f1a1a8.jpg,1,A man wearing flowered swimming trunks is standing near large mossy rocks .,259
3238951136_2a99f1a1a8.jpg,0,A man in swimming trunks is standing against some rocks .,259
3238951136_2a99f1a1a8.jpg,4,Man posing by a natural pool .,259
3238951136_2a99f1a1a8.jpg,2,A man wearing red shorts is holding onto the rocks beside the water .,259
566794440_f9ec673a2f.jpg,1,A woman in camouflage and her hair up in a ponytail walks on the field with a black softball glove on one hand .,260
566794440_f9ec673a2f.jpg,0,girls with baseball gloves walking across a baseball field,260
566794440_f9ec673a2f.jpg,2,A woman playing baseball walks back to her base while her feamle teammate follows .,260
566794440_f9ec673a2f.jpg,3,A woman with a glove on a baseball field with another woman,260
566794440_f9ec673a2f.jpg,4,The girls return to the field during their softball game .,260
1776981714_5b224d0f7a.jpg,0,two Asian women walking in front of a green door,261
1776981714_5b224d0f7a.jpg,1,Two girls are walking along the street and talking .,261
1776981714_5b224d0f7a.jpg,3,two women walk down the street .,261
1776981714_5b224d0f7a.jpg,2,Two women walk down a street .,261
1776981714_5b224d0f7a.jpg,4,Two women walking down the street,261
3507670136_2e5f94accf.jpg,0,A dirt biker is taking a large jump wearing a yellow suit .,262
3507670136_2e5f94accf.jpg,1,A man in yellow performs a bike trick .,262
3507670136_2e5f94accf.jpg,4,The motorcycle racer in a yellow uniform is in midair .,262
3507670136_2e5f94accf.jpg,2,A motocross bike is jumping through the air over a dirt track .,262
3507670136_2e5f94accf.jpg,3,A person wearing yellow is taking a jump on a dirt bike .,262
3090600019_8808fe7a9d.jpg,2,An attractive police lady and a jailbird pose for a photo .,263
3090600019_8808fe7a9d.jpg,4,"There is a woman in a sexy cop 's uniform and a guy dressed as a prisoner , standing outdoors .",263
3090600019_8808fe7a9d.jpg,1,A man dresses as a prisoner and a woman dressed as a cop on a sidewalk .,263
3090600019_8808fe7a9d.jpg,0,A man and a woman dressed as a prisoner and sexy police officer .,263
3090600019_8808fe7a9d.jpg,3,Man stands next to woman dressed up as a fake police officer .,263
3643684044_a131168127.jpg,1,Four judges are sitting at a table with the center left one speaking .,264
3643684044_a131168127.jpg,0,A team of four judges rates a competition .,264
3643684044_a131168127.jpg,3,Man in red shirt speaks into microphone,264
3643684044_a131168127.jpg,4,The gentleman is speaking while the others are listening .,264
3643684044_a131168127.jpg,2,"Four people are sitting at a table , with microphones and bottles of water in front of them .",264
1517340899_ee1c74a8f6.jpg,4,The girl in a pink shirt jumps high over the grass .,265
1517340899_ee1c74a8f6.jpg,2,A young blonde girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out .,265
1517340899_ee1c74a8f6.jpg,1,A girl jumps in the grass .,265
1517340899_ee1c74a8f6.jpg,3,The blond girl is jumping up in the air .,265
1517340899_ee1c74a8f6.jpg,0,A girl jumping in the grass .,265
905355838_3a43fdfd4e.jpg,0,A baseball player standing on the field,266
905355838_3a43fdfd4e.jpg,3,A male ballplayer wearing a white and blue uniform playing in front of a large crowd .,266
905355838_3a43fdfd4e.jpg,4,Baseball player looking out into a stadium crowd,266
905355838_3a43fdfd4e.jpg,1,a baseball player stands and faces the crowd .,266
905355838_3a43fdfd4e.jpg,2,A baseball player wearing a number 19 shirt looks at the outfield .,266
3551170666_01df31412d.jpg,1,A white dog nurses her pups .,267
3551170666_01df31412d.jpg,2,Golden female dog feeding newborn litter of puppies .,267
3551170666_01df31412d.jpg,3,The dog and her puppies lay on a blanket .,267
3551170666_01df31412d.jpg,0,A golden retriever nurses puppies .,267
3551170666_01df31412d.jpg,4,The momma dog is feeding her litter of pups .,267
3178005751_fca19815ac.jpg,4,two people posing for the picture with a few trees in the background,268
3178005751_fca19815ac.jpg,3,Smiling woman with man in striped sweatshir in the park .,268
3178005751_fca19815ac.jpg,0,"A boy and girl , both in jeans , are standing in front of a fence .",268
3178005751_fca19815ac.jpg,1,A girl in gray and a guy in stripes pose against a fence .,268
3178005751_fca19815ac.jpg,2,"A man and woman stand next two each other , in front of a wood fence .",268
3561314880_ea9a7e245f.jpg,3,A scruffy man is standing in front of a red shopping cart filled with boxes .,269
3561314880_ea9a7e245f.jpg,0,a dirty looking man standing in front of an overfilled red grocery chart,269
3561314880_ea9a7e245f.jpg,1,A homeless man has a shopping cart full of junk .,269
3561314880_ea9a7e245f.jpg,2,A older man is wearing a torn up suit and is leaning on an orange shopping cart full of items .,269
3561314880_ea9a7e245f.jpg,4,A shabby looking man stands near a carriage full of crates .,269
2110898123_07729c1461.jpg,3,A dog wearing a red cape runs quickly across a field .,270
2110898123_07729c1461.jpg,0,A brown dog wearing a red vest is running in the grass .,270
2110898123_07729c1461.jpg,4,The brown dog is running on the grass whilst wearing an orange jacket .,270
2110898123_07729c1461.jpg,2,a dog sprints across the grass .,270
2110898123_07729c1461.jpg,1,A brown dog wearing a red vest is running through the grass .,270
2120571547_05cd56de85.jpg,1,A woman is stretching he legs across three seats on a subway train .,271
2120571547_05cd56de85.jpg,3,Two women in winter clothes ride in a subway car with orange and yellow seats .,271
2120571547_05cd56de85.jpg,2,A woman sites with her feet on the seats in a subway car .,271
2120571547_05cd56de85.jpg,4,Two women sit on a city train .,271
2120571547_05cd56de85.jpg,0,A woman in black sitting on a train .,271
339350939_6643bfb270.jpg,0,A black dog chases birds on the shoreline,272
339350939_6643bfb270.jpg,4,There is a dog running along the beach .,272
339350939_6643bfb270.jpg,1,A black dog is chasing two birds on the shore of the ocean .,272
339350939_6643bfb270.jpg,2,A dog is running along the beach beside the ocean .,272
339350939_6643bfb270.jpg,3,Black dog running behind three birds on shore with waves in the background .,272
3068994801_b2bc079e67.jpg,4,A woman with a purple top and blue pants walks her bike in the shadows .,273
3068994801_b2bc079e67.jpg,3,A woman walks a bicycle between some columns .,273
3068994801_b2bc079e67.jpg,2,A woman in a purple top is walking a bicycle between two stone columns .,273
3068994801_b2bc079e67.jpg,1,A girl in vibrant colors is walking her bike in a dark area .,273
3068994801_b2bc079e67.jpg,0,A girl dressed in purple and blue walks beside her bike at night .,273
566794036_60f7acdf35.jpg,2,An athlete in red shorts is caught frozen during a basketball move .,274
566794036_60f7acdf35.jpg,4,Man in red shorts bouncing a basketball .,274
566794036_60f7acdf35.jpg,3,A shirtless man in red shorts bouncing a basketball on a court .,274
566794036_60f7acdf35.jpg,0,A man wearing red shorts dribbles a basketball behind him .,274
566794036_60f7acdf35.jpg,1,A man with no shirt plays basketball .,274
3209620285_edfc479392.jpg,1,Two men carry long objects on the sand .,275
3209620285_edfc479392.jpg,4,Two people stand out on the beach and hold long sticks that have flames on each end .,275
3209620285_edfc479392.jpg,3,Two people juggle fire sticks in the mud .,275
3209620285_edfc479392.jpg,0,Two men at the beach twirl sticks with fire at the ends .,275
3209620285_edfc479392.jpg,2,Two people are twirling fire sticks whilst standing on the sand .,275
2260560631_09093be4c6.jpg,4,The furry dog is running through a grassy wooded area .,276
2260560631_09093be4c6.jpg,0,A dirty dogs runs through the woods .,276
2260560631_09093be4c6.jpg,2,A dog jumping over a stick in the yard .,276
2260560631_09093be4c6.jpg,1,A dog carries a stick through the woods .,276
2260560631_09093be4c6.jpg,3,A dog jumps over a stick in a forest .,276
2527303359_6c3dc3f282.jpg,4,A woman in a white dress walks toward the water on a beach with white boots in the foreground .,277
2527303359_6c3dc3f282.jpg,0,A girl in a white dress on the beach .,277
2527303359_6c3dc3f282.jpg,3,A little girl in white leaves her boots behind as she walks in the sand .,277
2527303359_6c3dc3f282.jpg,1,A girl in a white dress walks toward the water and away from white boots on a beach .,277
2527303359_6c3dc3f282.jpg,2,A girl walking on a beach barefoot .,277
3171066023_ec60ba30f3.jpg,2,A person skis down a forested hill .,278
3171066023_ec60ba30f3.jpg,0,A downhill skier races near trees .,278
3171066023_ec60ba30f3.jpg,1,A person skis down a snowy and tree-filled hill .,278
3171066023_ec60ba30f3.jpg,3,A person skis through a forest of tall trees .,278
3171066023_ec60ba30f3.jpg,4,A skier is riding skis along a tree lined trail .,278
396763804_3b7f1e12a8.jpg,1,A brown dog with white paws running on the beach .,279
396763804_3b7f1e12a8.jpg,3,Two dogs are playing on the beach together .,279
396763804_3b7f1e12a8.jpg,4,Two dogs run along a beach .,279
396763804_3b7f1e12a8.jpg,2,There are two dogs running on the beach outside .,279
396763804_3b7f1e12a8.jpg,0,A black and white dog is running through the sand on a beach .,279
3301854980_233cc2f896.jpg,2,A snowboarder rides a snowboard down a railing beside a flight of steps .,280
3301854980_233cc2f896.jpg,0,A guy on a skateboard griding down a handrail .,280
3301854980_233cc2f896.jpg,4,boy skateboarding down a stair railing in winter,280
3301854980_233cc2f896.jpg,3,A snowboarder riding down a railing .,280
3301854980_233cc2f896.jpg,1,A kid skateboards down a set of railings on a snowy day .,280
2939464283_fc1a834976.jpg,1,a football player in a brown jersey jumping up to catch a football,281
2939464283_fc1a834976.jpg,3,Football players playing football .,281
2939464283_fc1a834976.jpg,2,A football player jumps up to catch the ball while others run towards him .,281
2939464283_fc1a834976.jpg,4,The football player jumps into the air to catch a football .,281
2939464283_fc1a834976.jpg,0,a football player catching the football .,281
759015118_4bd3617e60.jpg,2,A little boy walks around with a white t-shirt and black shorts outside .,282
759015118_4bd3617e60.jpg,3,A small boy looking at the camera .,282
759015118_4bd3617e60.jpg,4,The small boy is walking on a street lined with people .,282
759015118_4bd3617e60.jpg,0,A boy in a blue shirt .,282
759015118_4bd3617e60.jpg,1,"A little boy in a blue shirt looking at the camera , concrete in the background .",282
2404692474_37da774368.jpg,2,the dog barks at the toy .,283
2404692474_37da774368.jpg,1,A dog runs across the grass to get his toy .,283
2404692474_37da774368.jpg,3,The light colored dog is chasing after a toy outdoors .,283
2404692474_37da774368.jpg,0,A dog chasing a toy duck .,283
2404692474_37da774368.jpg,4,White dog chasing a yellow toy .,283
519754987_51861fea85.jpg,0,A skinny girl rides by on a bike with a lot of people in the background .,284
519754987_51861fea85.jpg,3,A young woman riding a bike down a street past a crowd of people .,284
519754987_51861fea85.jpg,1,A thin young woman in a green t-shirt cycles by a grey car .,284
519754987_51861fea85.jpg,4,People of all ilks on a busy street .,284
519754987_51861fea85.jpg,2,A woman riding a bicycle past a car and a group of people on a sidewalk .,284
3189251454_03b76c2e92.jpg,2,A tan dog with a black collar barking in the snow .,285
3189251454_03b76c2e92.jpg,0,A brown dog barks surrounded by white snow .,285
3189251454_03b76c2e92.jpg,3,dog barking,285
3189251454_03b76c2e92.jpg,4,Dog standing in snow barking .,285
3189251454_03b76c2e92.jpg,1,a dog wearing a black collar is standing open mouthed in the snow .,285
3544483327_830349e7bc.jpg,1,A man is jumping on a green bicycle over a sign that says ' free dinner ' .,286
3544483327_830349e7bc.jpg,0,"A man in all black is using a green bike to trick over a sign saying , "" Free Dinner "" .",286
3544483327_830349e7bc.jpg,4,boy on bike jumping over a sign,286
3544483327_830349e7bc.jpg,2,A man jumping a sign on his bike .,286
3544483327_830349e7bc.jpg,3,"A man on a bicycle is jumping over a sign that says "" free dinner "" .",286
3504158556_1d410c8ff7.jpg,1,Three men standing in front of a parked white care,287
3504158556_1d410c8ff7.jpg,3,Three young black men lean againest a white jeep .,287
3504158556_1d410c8ff7.jpg,4,Three young men lean on the front of a Toyota truck .,287
3504158556_1d410c8ff7.jpg,0,Some young boys hang out around their car .,287
3504158556_1d410c8ff7.jpg,2,Three teenage boys standing in front of a white car,287
3439128755_84409b8823.jpg,4,Two dogs fetching an object in a field .,288
3439128755_84409b8823.jpg,3,The two dogs with clothing are in a flat uncut field .,288
3439128755_84409b8823.jpg,2,A dog in a pink shirt with something white in his mouth and a dog in a yellow shirt .,288
3439128755_84409b8823.jpg,0,A brown dog in a pink shirt chews something white while a brown dog in yellow watches .,288
3439128755_84409b8823.jpg,1,A brown dog wearing a pink shirt is followed by a brown dog wearing a yellow shirt .,288
2367816288_7c2d11d3c5.jpg,1,A young man doing a flip on the grass .,289
2367816288_7c2d11d3c5.jpg,2,Boy doing cartwheels in backyard .,289
2367816288_7c2d11d3c5.jpg,4,Young boy in a brown shirt doing a back flip,289
2367816288_7c2d11d3c5.jpg,0,A boy cuts a flip in the grass .,289
2367816288_7c2d11d3c5.jpg,3,The boy does a flip over a grassy yard .,289
3476381830_3751dd9339.jpg,3,A person wearing a purple shirt stands on a skateboard at the top of a small stairway .,290
3476381830_3751dd9339.jpg,4,A skateboarder jumps off the stairs .,290
3476381830_3751dd9339.jpg,0,a boy wearing a red shirt on a skateboard jumps up some stairs,290
3476381830_3751dd9339.jpg,1,A dancer on steps .,290
3476381830_3751dd9339.jpg,2,A guy is skateboarding .,290
2655196158_5c878a4af0.jpg,3,A grey dog with blue eyes laying on a bright blue carpet while chewing on something .,291
2655196158_5c878a4af0.jpg,4,"The gray , blue eyed hound puppy is laying on a blue carpet chewing on a toy .",291
2655196158_5c878a4af0.jpg,2,A gray dog chewing on a toy .,291
2655196158_5c878a4af0.jpg,0,A dog chews on a toy on a blue blanket .,291
2655196158_5c878a4af0.jpg,1,"A dog is laying on a blue rug , chewing and making a mess .",291
2887798667_ce761d45e8.jpg,4,A youth on a bicycle wearing a white sweater riding along a wall .,292
2887798667_ce761d45e8.jpg,2,A person in grey is riding a bike on a brick wall .,292
2887798667_ce761d45e8.jpg,3,a young person riding a bike on the side of a brick wall,292
2887798667_ce761d45e8.jpg,1,A person in a hooded sweatshirt is doing a bicycle trick off of a wall .,292
2887798667_ce761d45e8.jpg,0,A guy doing a wallride on his bike,292
3415165462_e1cb536d08.jpg,2,A dog barks at plants in a walled concrete courtyard .,293
3415165462_e1cb536d08.jpg,3,A dog catches a ball in midair .,293
3415165462_e1cb536d08.jpg,0,A brown and white dog is jumping in the air with a tennis ball in its mouth .,293
3415165462_e1cb536d08.jpg,1,A brown and white dog jumping in the air near a wooden fence .,293
3415165462_e1cb536d08.jpg,4,A tan and white dog jumps up with a yellow ball in its mouth .,293
2836325261_a3bf5c59be.jpg,2,A woman in a red medieval type dress playing a bagpipe or some similar instrument .,294
2836325261_a3bf5c59be.jpg,4,A woman wearing a red costume plays an instrument against a brick wall .,294
2836325261_a3bf5c59be.jpg,0,A lady wearing a red dress is playing a bagpipe .,294
2836325261_a3bf5c59be.jpg,1,A woman in a red dress playing an instrument .,294
2836325261_a3bf5c59be.jpg,3,A woman in costume is playing a bagpipe .,294
2983555530_a89f1f5ed7.jpg,2,"A young football player in a muddy , yellow and blue uniform carrying a football with other muddy players run behind him .",295
2983555530_a89f1f5ed7.jpg,0,A football player folding a football during a game in the mud,295
2983555530_a89f1f5ed7.jpg,1,American footballers in yellow outfits are playing in a very muddy field .,295
2983555530_a89f1f5ed7.jpg,4,Football players playing in the mud .,295
2983555530_a89f1f5ed7.jpg,3,Football players playing in mud .,295
462198798_89e2df0358.jpg,2,A black dog is walking beside water in the woods .,296
462198798_89e2df0358.jpg,1,A black dog and its reflection are seen near a pond ringed by dry foliage .,296
462198798_89e2df0358.jpg,3,A black dog walks along a marsh 's edge .,296
462198798_89e2df0358.jpg,4,A dog is walking near a body of water .,296
462198798_89e2df0358.jpg,0,"A big , black dog is walking along the water 's edge .",296
3151365121_e2a685a666.jpg,1,A dog walks along a beach .,297
3151365121_e2a685a666.jpg,2,A dog walks on the sand along the water .,297
3151365121_e2a685a666.jpg,4,The dog is walking on the sand beside the ocean .,297
3151365121_e2a685a666.jpg,0,A black and white dog walks along a sandy beach .,297
3151365121_e2a685a666.jpg,3,A white dog running on the beach .,297
3015898903_70bebb8903.jpg,2,Three people wear a lot of makeup and stand together .,298
3015898903_70bebb8903.jpg,4,"Young man with red stains on face , with two women , posing in black clothing .",298
3015898903_70bebb8903.jpg,0,A man and 2 women in dark clothing .,298
3015898903_70bebb8903.jpg,1,Man with red marks around mouth standing with two women who are wearing black .,298
3015898903_70bebb8903.jpg,3,Two women in Gothic makeup are posing next to a man in a leather jacket and red scarf .,298
209605542_ca9cc52e7b.jpg,4,Man in red headband climbing a rock,299
209605542_ca9cc52e7b.jpg,2,a man with a red headband climbing a rock cliff looming over greenery .,299
209605542_ca9cc52e7b.jpg,0,a climber wearing a red headband is pulling himself up some grey rocks high above some green foliage .,299
209605542_ca9cc52e7b.jpg,3,Man climbing a sheet rock face .,299
209605542_ca9cc52e7b.jpg,1,A man in a headband climbing a rock .,299
247691240_3881777ab8.jpg,2,A man rock climbing .,300
247691240_3881777ab8.jpg,4,There is a man in a light shirt climbing a rocky cliff .,300
247691240_3881777ab8.jpg,0,A guy is rock climbing .,300
247691240_3881777ab8.jpg,3,A young man in a blue short-sleeved shirt climbs up a rock face with no ropes .,300
247691240_3881777ab8.jpg,1,A man is rock climbing .,300
2423138514_950f79e432.jpg,1,Two naked boys smiling and playing .,301
2423138514_950f79e432.jpg,4,"Two young , naked boys are wet , while one raises his arm .",301
2423138514_950f79e432.jpg,0,Two naked boys at a pool .,301
2423138514_950f79e432.jpg,2,"Two naked children , one with a mark on his chest .",301
2423138514_950f79e432.jpg,3,Two naked young boys play in the water .,301
1473618073_7db56a5237.jpg,1,A little boy sitting on a green swing .,302
1473618073_7db56a5237.jpg,3,Boy swinging on a swing set .,302
1473618073_7db56a5237.jpg,0,A boy on a green plastic swing .,302
1473618073_7db56a5237.jpg,2,A smiling boy plays on a green plastic swing-toy .,302
1473618073_7db56a5237.jpg,4,Little boy riding on green swing in a playground .,302
2721656220_5f4cda8bc1.jpg,4,This woman is wearing a white t-shirt and holding a cup .,303
2721656220_5f4cda8bc1.jpg,1,An attractive brunette woman smiles and holds a beverage in front of her .,303
2721656220_5f4cda8bc1.jpg,2,A woman holding a drink and smiling .,303
2721656220_5f4cda8bc1.jpg,3,A woman holds a drink and smiles .,303
2721656220_5f4cda8bc1.jpg,0,A lady holds a beverage .,303
1204996216_71d7519d9a.jpg,2,A child is on a bench with arms stretched out .,304
1204996216_71d7519d9a.jpg,4,A little boy lies down on a picnic table bench .,304
1204996216_71d7519d9a.jpg,0,A boy lays on a picnic table bench .,304
1204996216_71d7519d9a.jpg,3,A little boy in a red shirt sitting on a wooden picnic table bench .,304
1204996216_71d7519d9a.jpg,1,A child is laying down on a wooden bench .,304
3268191118_ba25fabab6.jpg,3,A man in a beanie doing a bike trick .,305
3268191118_ba25fabab6.jpg,1,A bicyler is performing a trick in the air .,305
3268191118_ba25fabab6.jpg,2,A bmx rider makes a jump .,305
3268191118_ba25fabab6.jpg,0,A bicyclist is doing a trick in midair .,305
3268191118_ba25fabab6.jpg,4,Picture of biker in midair of a jump .,305
3215238223_29de2b35cb.jpg,1,A guy grinds a windowsill near an old windmill,306
3215238223_29de2b35cb.jpg,0,A boy rides a skateboard with a bike to his right .,306
3215238223_29de2b35cb.jpg,3,A person in black is coming out of a window of a tan and red building .,306
3215238223_29de2b35cb.jpg,4,A person skateboarding near a windmill .,306
3215238223_29de2b35cb.jpg,2,A guy is grinding on a window ledge in a city .,306
2437266971_b91a8f9a00.jpg,0,A man hands out fliers while wearing a mask .,307
2437266971_b91a8f9a00.jpg,2,A man in a button up shirt and tie is wearing a smiling mask .,307
2437266971_b91a8f9a00.jpg,1,A man in a blue shirt and tie is wearing a white mask whilst handing out papers .,307
2437266971_b91a8f9a00.jpg,3,A masked man in blue shirt and a tie holding papers in front of him .,307
2437266971_b91a8f9a00.jpg,4,Man in business attire with Guy Fawkes mask holding paper at protest .,307
3268407162_6274e0f74f.jpg,1,A man plays tennis dressed in U of Miami colors .,308
3268407162_6274e0f74f.jpg,0,A man in an orange shirt hitting a tennis ball with a racket .,308
3268407162_6274e0f74f.jpg,3,a tennis player hits the ball .,308
3268407162_6274e0f74f.jpg,2,A man wearing an orange shirt hits a ball with a tennis racket .,308
3268407162_6274e0f74f.jpg,4,man dressed in orange and white hitting a tennis ball with racquet,308
241347611_cb265be138.jpg,4,A team manager out on the football field during a game .,309
241347611_cb265be138.jpg,0,A coach in a white polo shirt on a football field,309
241347611_cb265be138.jpg,1,A football coach is walking on a football field .,309
241347611_cb265be138.jpg,3,A man on the coaching staff for OU has sunglasses on his head during a football game .,309
241347611_cb265be138.jpg,2,A man in a white shirt is walking on a football field in front of some players .,309
1075881101_d55c46bece.jpg,4,A person covered in soapy water is getting cleaned off .,310
1075881101_d55c46bece.jpg,3,A child covered in foam is climbing on a black inflatable ramp .,310
1075881101_d55c46bece.jpg,0,a boy cleans the bubbles off his face .,310
1075881101_d55c46bece.jpg,1,A boy covered in suds has his face wiped clean .,310
1075881101_d55c46bece.jpg,2,A boy is covered in bubbles .,310
1529044279_4922ead27c.jpg,0,A crowded street in Europe .,311
1529044279_4922ead27c.jpg,1,"A group of adults and children , with one man pointing at something off-camera .",311
1529044279_4922ead27c.jpg,2,A man holding a little girl hand bends over and points something to her .,311
1529044279_4922ead27c.jpg,4,"People with small children on a brick ground , one man points to something for a child to see .",311
1529044279_4922ead27c.jpg,3,A young girl and an older gentleman hold hands as he points to something off frame .,311
3468275336_61936db92d.jpg,0,A bride is throwing her bouquet to several women standing behind her .,312
3468275336_61936db92d.jpg,1,"A bride throwing her bouquet up in the air behind her , towards a group of ladies .",312
3468275336_61936db92d.jpg,4,A new bride dressed in white throws a bouquet to waiting females behind her .,312
3468275336_61936db92d.jpg,3,A bride tossing her bouquet to a group of women .,312
3468275336_61936db92d.jpg,2,A bride throws her flowers over her head to a waiting crowd .,312
3343311201_eeb1a39def.jpg,3,Girl in blue coverall painting,313
3343311201_eeb1a39def.jpg,0,An artist painting on a small canvas,313
3343311201_eeb1a39def.jpg,2,A woman wearing overalls standing at an easel painting a picture .,313
3343311201_eeb1a39def.jpg,4,The lady holds her paintbrush next to the artist 's easel .,313
3343311201_eeb1a39def.jpg,1,A woman standing on a lawn painting a picture .,313
1454841725_4b6e6199e2.jpg,4,Some young girls standing in a group some with their arms around each other .,314
1454841725_4b6e6199e2.jpg,2,Four young girls pose for a picture at school,314
1454841725_4b6e6199e2.jpg,3,Four young girls posing for the camera .,314
1454841725_4b6e6199e2.jpg,0,a group of young girls smiling with a large crowd behind them,314
1454841725_4b6e6199e2.jpg,1,Four girls pose in front of a crowd .,314
2432061076_0955d52854.jpg,4,The large brown and white dog splashes on the shore .,315
2432061076_0955d52854.jpg,3,Tan and white dog running in water .,315
2432061076_0955d52854.jpg,0,A brown dog runs through the water on a beach .,315
2432061076_0955d52854.jpg,1,A dog in the water near the beach with an urban horizon behind .,315
2432061076_0955d52854.jpg,2,A dog running in the surf .,315
1501985304_8c50093004.jpg,2,A young boy jumps into the water as a woman holds his arms .,316
1501985304_8c50093004.jpg,0,A child swims with a woman .,316
1501985304_8c50093004.jpg,1,A small child gets into a pool with help from a woman .,316
1501985304_8c50093004.jpg,4,The little boy is in the swimming pool with an adult woman .,316
1501985304_8c50093004.jpg,3,A young curly brown headed boy is jumping into the arms of a woman in a pool .,316
476233374_e1396998ef.jpg,3,Two little kids play on a pebble covered beach .,317
476233374_e1396998ef.jpg,0,A little boy and a little girl are playing with pebbles on the beach .,317
476233374_e1396998ef.jpg,4,Two young child stand on the rocks near the edge of the water .,317
476233374_e1396998ef.jpg,1,"A small boy and girl on the beach 's edge , looking at the ground",317
476233374_e1396998ef.jpg,2,Two kids playing on a pebble beach by the water,317
129599450_cab4e77343.jpg,4,A person hikes on a mountain .,318
129599450_cab4e77343.jpg,3,A man is hiking on a mountain path with an American flag on his backpack .,318
129599450_cab4e77343.jpg,2,A hiker with an American flag on his backpack walks through the woods .,318
129599450_cab4e77343.jpg,1,A hiker carring an American flag .,318
129599450_cab4e77343.jpg,0,A backpacker in the mountains wearing an american flag .,318
3728015645_b43a60258b.jpg,2,a skateboarder wearing a white cap is doing a stunt in a city skate park .,319
3728015645_b43a60258b.jpg,3,A young man is skateboarding on a ramp and is standing on one arm .,319
3728015645_b43a60258b.jpg,0,A man is posed standing on one hand on a skateboard ramp .,319
3728015645_b43a60258b.jpg,4,Man standing on one arm with feet in the air on playground equipment with a body of water in the background .,319
3728015645_b43a60258b.jpg,1,A man on inline skates in midair,319
2704934519_457dc38986.jpg,1,"A girl swings her long , wet hair in a lake .",320
2704934519_457dc38986.jpg,0,A girl is shaking the water out of her hair .,320
2704934519_457dc38986.jpg,2,A girl whipping water from her hair in a lake,320
2704934519_457dc38986.jpg,3,A woman in a river is shaking her hair causing a water to spray everywhere .,320
2704934519_457dc38986.jpg,4,A woman splashes in the water .,320
1528205014_1323aa9dfd.jpg,1,A man in a yellow shirt wearing multi-colored plastic jewelry .,321
1528205014_1323aa9dfd.jpg,4,The man wearing a colorful outfit is holding something in both hands and smiling for the camera .,321
1528205014_1323aa9dfd.jpg,3,Black man poses for photo .,321
1528205014_1323aa9dfd.jpg,2,A man is wearing a rainbow colored necklace and smiling .,321
1528205014_1323aa9dfd.jpg,0,A man in a yellow jacket with many colorful wristbands is smiling .,321
3145967309_b33abe4d84.jpg,0,A couple in an embrace looking at each other .,322
3145967309_b33abe4d84.jpg,4,The red haired woman in the black dress has her arms around a man in white .,322
3145967309_b33abe4d84.jpg,1,A man and woman are dancing nearby others who are doing the same .,322
3145967309_b33abe4d84.jpg,3,A man in a white shirt is dancing with a woman in black .,322
3145967309_b33abe4d84.jpg,2,A man in a white print shirt and a woman in a black dress dancing .,322
2455528149_6c3477fd33.jpg,2,A man with a basket is walking through an are gallery .,323
2455528149_6c3477fd33.jpg,0,A delivery man is passing by two people at an art gallery .,323
2455528149_6c3477fd33.jpg,3,People admiring paintings on the street .,323
2455528149_6c3477fd33.jpg,1,A man and woman are looking at artwork that is on easels and clipped to a fencing wall .,323
2455528149_6c3477fd33.jpg,4,Some people are looking at pictures at an art gallery .,323
2562166462_b43b141d40.jpg,4,A man wearing a hoodie and jacket is sitting on a bench in a park .,324
2562166462_b43b141d40.jpg,3,A man sitting on a bench between a tree and a bush .,324
2562166462_b43b141d40.jpg,0,A man in a hooded jacket sits alone on a park bench .,324
2562166462_b43b141d40.jpg,2,A man sits on a wooden bench next a tree and some cacti .,324
2562166462_b43b141d40.jpg,1,A man in a purple jacket is sitting on a wooden bench with a large tree to his left .,324
3409740108_1505489537.jpg,0,A bunch of dogs are competing in a race .,325
3409740108_1505489537.jpg,4,The number 2 dog in the blue vest is in the lead at the dog races .,325
3409740108_1505489537.jpg,1,Five greyhounds are racing on a sand track .,325
3409740108_1505489537.jpg,2,Muzzled greyhounds are racing on the track .,325
3409740108_1505489537.jpg,3,several muzzled greyhound dogs racing around a track,325
3089842255_359ccf5c40.jpg,3,Barefoot girl in a pink shirt tackles the football equipment on the field .,326
3089842255_359ccf5c40.jpg,4,The long haired child in the pink sweater is jumping up at a punch bag .,326
3089842255_359ccf5c40.jpg,1,A girl jumps against a punching bag in a field .,326
3089842255_359ccf5c40.jpg,0,A girl jumping over a red punch bag .,326
3089842255_359ccf5c40.jpg,2,A little girl pounces a punching bag on a football field .,326
2411824767_4eb1fae823.jpg,4,A small brown and white dog is jumping over bushels of hay .,327
2411824767_4eb1fae823.jpg,3,A dog jumps over hay .,327
2411824767_4eb1fae823.jpg,1,A brown dog is jumping over a grassy mound near to a lake .,327
2411824767_4eb1fae823.jpg,0,A brown and white dog leaps .,327
2411824767_4eb1fae823.jpg,2,"A corgi jumps off a bale of hay , m water and buildings behind it .",327
2141065212_463a6997e1.jpg,2,An elderly man is wearing a black jacket covered in sponsorship logos .,328
2141065212_463a6997e1.jpg,1,A man wears a NASCAR jacket .,328
2141065212_463a6997e1.jpg,0,A man wearing a black hat and coat makes a face with a crowd behind him .,328
2141065212_463a6997e1.jpg,4,The white haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .,328
